age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
85,housemaid,single,secondary,no,46292,no,yes,telephone,13,jul,1944,20,243,13,unknown,no
22,technician,single,primary,no,74153,yes,no,cellular,18,may,1107,30,207,19,failure,no
57,blue-collar,married,secondary,no,58037,no,no,unknown,16,feb,2281,6,319,11,other,no
87,management,divorced,secondary,no,51766,no,no,telephone,7,oct,2009,36,286,2,failure,no
38,student,married,unknown,no,48900,yes,no,cellular,17,sep,631,36,51,19,success,no
45,management,single,secondary,no,44719,no,no,unknown,16,jul,1767,29,391,5,other,no
20,blue-collar,married,unknown,no,38560,no,yes,telephone,14,sep,2417,28,122,9,other,no
40,unknown,divorced,secondary,no,55438,no,yes,unknown,23,feb,776,15,35,12,success,no
89,management,married,primary,no,53693,yes,no,unknown,24,aug,1236,47,18,9,success,no
36,housemaid,married,secondary,no,42603,yes,yes,cellular,12,dec,2898,24,135,13,unknown,no
92,student,divorced,secondary,no,29024,no,no,unknown,24,oct,689,9,371,3,unknown,no
67,student,single,primary,no,47472,no,no,telephone,30,dec,840,36,182,17,other,no
91,entrepreneur,single,primary,no,11937,no,no,unknown,7,sep,319,33,319,2,failure,no
75,entrepreneur,married,secondary,no,75695,yes,yes,cellular,7,oct,2427,31,252,11,unknown,no
37,retired,married,unknown,no,37710,yes,no,telephone,9,oct,1763,29,300,19,other,no
89,blue-collar,married,unknown,no,44457,no,no,unknown,19,nov,2379,46,352,10,other,yes
70,admin.,married,secondary,no,20815,yes,yes,unknown,20,jun,743,11,48,12,failure,no
26,admin.,divorced,primary,no,33625,no,yes,unknown,24,oct,1214,15,75,5,failure,no
21,housemaid,single,primary,no,27442,no,no,unknown,5,jul,291,9,338,3,success,no
58,student,single,unknown,no,57730,yes,no,telephone,21,oct,2437,27,324,0,other,no
42,management,married,secondary,no,-2123,no,yes,unknown,2,aug,2534,29,152,12,unknown,no
51,services,divorced,tertiary,no,32114,yes,no,telephone,23,nov,104,35,201,1,other,yes
90,retired,divorced,tertiary,no,-2723,no,no,cellular,29,feb,1770,9,228,13,failure,no
26,housemaid,married,tertiary,no,47827,yes,no,telephone,1,jan,2096,47,133,16,success,no
92,housemaid,married,tertiary,no,17181,yes,no,telephone,22,oct,1480,25,163,10,unknown,no
30,services,single,primary,no,9825,no,no,telephone,26,apr,2586,15,95,0,success,yes
26,student,married,tertiary,no,29883,no,no,unknown,25,oct,751,47,25,9,unknown,yes
21,unemployed,married,secondary,no,60550,no,no,unknown,17,jan,704,40,307,17,other,yes
51,services,single,unknown,no,64177,yes,no,unknown,23,jan,2282,48,41,7,success,no
24,services,single,unknown,no,34167,no,no,unknown,20,apr,134,28,318,3,failure,no
32,management,divorced,primary,no,50738,no,no,cellular,10,sep,19,43,62,6,success,no
55,technician,single,primary,no,55198,yes,no,unknown,29,jan,2788,10,136,5,unknown,no
92,blue-collar,married,tertiary,no,41582,yes,no,telephone,22,dec,2593,6,71,17,unknown,no
69,retired,divorced,tertiary,no,41414,yes,yes,cellular,29,nov,974,1,84,6,failure,no
24,unknown,married,secondary,no,47960,no,no,cellular,17,feb,1756,38,341,1,other,yes
62,unknown,single,unknown,no,69443,no,no,unknown,30,jul,1532,11,-1,3,failure,no
76,technician,divorced,secondary,no,51628,no,no,cellular,23,may,2670,4,89,2,other,yes
38,student,divorced,unknown,no,21222,no,yes,telephone,10,sep,941,28,77,18,failure,no
45,unknown,divorced,primary,no,15805,yes,no,unknown,4,jul,1648,24,198,9,failure,no
20,technician,single,primary,no,5579,no,yes,telephone,8,aug,298,2,246,14,success,no
31,technician,single,unknown,no,66996,yes,no,cellular,9,dec,2648,9,39,4,success,no
19,management,single,secondary,no,17427,yes,no,cellular,25,jan,1318,35,81,13,failure,no
46,services,divorced,tertiary,no,39384,no,no,unknown,29,dec,2011,47,183,11,unknown,no
35,housemaid,single,unknown,no,48461,yes,no,telephone,1,nov,231,15,307,0,failure,no
54,retired,single,tertiary,no,48518,yes,no,telephone,3,jul,2858,35,106,6,success,no
62,student,married,unknown,no,68397,no,no,unknown,21,jan,1770,46,24,16,success,no
62,admin.,single,unknown,no,52378,yes,no,telephone,26,jul,43,28,76,15,failure,no
41,technician,single,secondary,no,-4391,yes,no,cellular,3,nov,616,14,233,17,other,no
63,unemployed,single,tertiary,no,25394,yes,no,cellular,4,sep,463,32,188,17,failure,no
29,entrepreneur,single,unknown,no,78834,no,no,unknown,30,jan,1069,35,354,10,unknown,no
70,blue-collar,married,tertiary,no,40613,no,no,telephone,11,sep,1829,15,23,16,success,no
62,unemployed,single,tertiary,no,58946,yes,no,telephone,15,jun,2068,37,100,5,success,yes
49,technician,single,primary,no,14573,yes,no,cellular,26,oct,1661,34,51,13,success,no
35,student,single,secondary,no,66005,yes,no,unknown,4,feb,1005,29,210,18,failure,no
30,blue-collar,single,secondary,no,61068,yes,no,cellular,18,mar,2494,23,349,13,unknown,no
21,student,divorced,tertiary,no,45058,yes,no,unknown,26,nov,1379,6,243,14,other,no
40,blue-collar,single,secondary,no,24416,yes,no,unknown,1,feb,2816,27,9,1,success,no
79,management,married,secondary,no,53893,yes,no,unknown,9,jun,785,27,159,3,failure,no
71,self-employed,divorced,primary,no,7305,yes,yes,unknown,3,nov,1928,44,344,11,success,no
91,management,single,secondary,no,54163,yes,no,cellular,9,aug,1603,46,64,19,unknown,no
72,technician,married,secondary,no,13846,yes,yes,cellular,17,aug,1488,42,226,2,failure,no
86,services,single,unknown,no,53422,yes,no,unknown,24,jun,2105,19,73,19,failure,yes
57,unknown,divorced,unknown,no,31519,no,no,telephone,20,jan,2891,46,367,10,failure,no
31,blue-collar,divorced,unknown,no,60271,yes,yes,telephone,14,oct,1192,44,38,5,success,no
45,management,married,unknown,no,39025,no,no,telephone,8,jan,1174,20,74,15,unknown,no
89,services,married,secondary,no,57242,no,no,telephone,24,sep,1137,41,36,10,failure,no
88,admin.,divorced,tertiary,no,37760,no,no,telephone,11,feb,2687,3,107,6,failure,no
84,student,single,unknown,no,32900,no,no,telephone,21,may,492,7,348,16,other,no
46,self-employed,divorced,unknown,no,49381,no,no,cellular,26,dec,1291,5,311,15,unknown,no
78,self-employed,single,tertiary,no,30967,no,yes,telephone,27,jul,1572,46,165,10,failure,no
85,self-employed,married,tertiary,no,-3217,no,no,telephone,23,dec,2689,20,370,9,unknown,yes
26,services,divorced,tertiary,yes,60244,yes,no,telephone,10,may,956,19,196,4,success,no
34,admin.,single,primary,no,75184,yes,no,unknown,29,dec,2060,4,32,17,other,no
66,management,single,tertiary,no,44331,yes,no,cellular,15,jun,1271,43,192,7,success,no
80,student,divorced,secondary,no,38238,yes,yes,unknown,18,may,224,34,2,4,other,no
63,management,divorced,secondary,no,190,yes,no,cellular,21,sep,389,16,235,12,unknown,yes
30,self-employed,single,primary,no,4705,yes,no,cellular,26,jun,1986,13,129,4,failure,no
62,student,single,unknown,no,42574,no,no,telephone,17,nov,856,40,2,4,unknown,no
70,admin.,married,tertiary,no,20382,no,yes,telephone,14,oct,1236,15,34,3,failure,yes
34,unemployed,single,unknown,no,12978,no,no,cellular,11,feb,727,20,43,14,failure,no
64,retired,divorced,secondary,no,14792,yes,yes,telephone,18,may,1848,31,2,0,other,no
79,admin.,divorced,primary,no,74149,yes,no,telephone,14,sep,1757,25,382,6,success,no
67,retired,single,primary,no,21660,yes,no,cellular,6,aug,702,22,116,5,success,no
60,student,single,unknown,no,65277,no,yes,telephone,17,mar,710,15,135,13,other,no
85,unemployed,single,unknown,no,17927,yes,no,unknown,19,feb,2406,11,126,19,other,no
92,blue-collar,married,tertiary,no,18671,yes,no,cellular,25,apr,2563,10,38,17,failure,yes
89,unknown,divorced,primary,no,8320,no,no,telephone,29,may,2081,24,387,8,other,yes
45,retired,divorced,secondary,no,75191,no,yes,cellular,25,sep,2095,48,178,5,other,no
62,entrepreneur,single,primary,no,56597,yes,no,unknown,22,feb,1143,6,344,0,unknown,no
58,housemaid,married,secondary,no,60487,yes,no,telephone,26,jan,1583,29,373,4,unknown,no
53,admin.,married,unknown,no,48552,yes,no,cellular,14,jun,1475,17,319,8,other,no
50,blue-collar,single,unknown,no,12989,yes,no,telephone,20,sep,439,40,249,11,failure,no
42,technician,divorced,tertiary,no,25141,yes,no,cellular,29,may,2266,31,347,19,other,yes
36,entrepreneur,married,secondary,no,71272,no,no,unknown,11,oct,979,4,270,13,failure,no
64,retired,single,tertiary,no,57808,no,yes,telephone,8,may,45,10,157,1,failure,yes
50,admin.,divorced,unknown,yes,-1033,no,no,telephone,21,nov,1013,21,197,8,success,no
84,retired,divorced,unknown,no,46070,no,yes,unknown,10,dec,1827,36,111,3,other,no
31,unknown,single,tertiary,no,58434,no,no,cellular,26,sep,620,3,375,9,failure,no
50,retired,divorced,primary,no,51437,no,no,cellular,2,sep,1735,16,172,5,unknown,no
59,technician,married,tertiary,no,16130,yes,no,telephone,9,sep,2639,45,74,6,other,no
82,management,divorced,secondary,no,12552,yes,no,cellular,3,dec,2567,42,114,19,other,yes
64,blue-collar,married,unknown,no,41784,yes,no,telephone,13,jan,2837,36,197,15,success,no
52,admin.,married,secondary,no,25065,yes,no,telephone,11,dec,768,30,102,19,unknown,no
49,self-employed,single,primary,no,65440,yes,no,telephone,16,may,1016,14,382,0,unknown,no
72,housemaid,single,unknown,no,5442,no,no,telephone,27,apr,2207,24,185,13,unknown,no
71,unemployed,divorced,unknown,no,20607,yes,no,unknown,6,mar,440,36,140,5,failure,no
93,blue-collar,married,tertiary,no,19923,no,no,cellular,29,dec,2125,14,331,11,other,no
68,admin.,married,tertiary,no,33079,yes,no,unknown,9,aug,1240,33,336,14,unknown,no
76,entrepreneur,married,secondary,no,1902,yes,no,cellular,1,apr,17,13,190,9,unknown,no
89,entrepreneur,married,tertiary,no,47438,no,no,cellular,11,apr,1311,31,353,6,unknown,no
31,management,married,unknown,no,27495,yes,yes,cellular,3,apr,166,25,164,18,success,no
35,management,divorced,tertiary,no,37232,yes,no,cellular,23,jul,57,36,86,3,other,yes
72,admin.,married,unknown,no,4581,no,yes,telephone,7,nov,2130,33,320,6,unknown,no
73,housemaid,single,tertiary,no,36867,no,no,telephone,30,jun,1357,40,244,0,failure,yes
66,entrepreneur,single,tertiary,no,44167,no,yes,unknown,21,nov,2025,40,270,18,failure,no
77,unknown,married,unknown,no,71429,yes,no,unknown,8,oct,2544,4,334,12,unknown,no
70,unemployed,divorced,secondary,no,12457,no,no,telephone,10,mar,537,32,308,17,unknown,no
88,technician,single,secondary,no,16558,yes,no,unknown,21,apr,2139,32,380,16,other,no
23,unemployed,divorced,unknown,no,62569,no,no,telephone,24,dec,660,28,246,19,success,no
87,management,single,secondary,no,30082,no,no,telephone,3,oct,2115,23,237,4,success,no
25,services,married,secondary,no,-1657,yes,no,unknown,21,jul,874,40,287,9,other,no
32,self-employed,single,primary,no,43391,no,no,cellular,1,may,1665,29,379,7,other,no
43,student,married,unknown,no,8756,no,no,telephone,9,sep,2721,2,102,13,success,no
56,unknown,married,tertiary,no,-3414,no,no,unknown,17,aug,2630,24,247,1,other,no
20,management,married,tertiary,no,41329,yes,no,cellular,29,jun,558,13,262,11,unknown,no
74,unknown,single,primary,no,12160,no,no,telephone,28,dec,2147,45,41,1,success,no
27,blue-collar,divorced,unknown,no,5014,no,yes,unknown,23,may,1070,6,94,6,success,no
20,unemployed,single,tertiary,yes,69294,yes,no,telephone,10,mar,2616,4,375,18,unknown,yes
63,technician,divorced,secondary,no,27621,no,no,cellular,1,apr,220,41,324,0,other,yes
39,unemployed,married,tertiary,no,16410,yes,no,cellular,29,feb,2293,21,16,15,success,yes
84,unknown,divorced,unknown,no,71879,yes,no,unknown,7,dec,332,39,151,3,unknown,no
82,technician,married,tertiary,no,19747,yes,yes,telephone,12,nov,1623,29,212,1,failure,no
36,self-employed,single,primary,no,710,yes,no,cellular,9,aug,1816,1,191,4,unknown,no
79,technician,divorced,primary,no,54382,yes,no,telephone,2,aug,44,37,149,1,failure,no
74,admin.,divorced,secondary,no,15036,yes,no,telephone,26,jan,1634,35,349,13,unknown,no
93,self-employed,divorced,primary,no,67645,yes,yes,telephone,27,jan,1644,43,51,19,other,no
30,unemployed,single,tertiary,no,76390,no,no,telephone,14,may,2240,22,171,10,unknown,no
33,admin.,divorced,tertiary,no,14880,yes,no,telephone,18,sep,2945,35,47,10,unknown,no
33,services,married,secondary,no,24640,yes,no,telephone,21,jun,2621,13,173,0,success,yes
69,self-employed,single,secondary,no,71755,yes,no,telephone,17,nov,1281,7,118,5,success,no
58,entrepreneur,married,secondary,no,10731,no,no,unknown,8,dec,2825,10,215,8,failure,no
65,admin.,married,unknown,no,2480,yes,no,cellular,23,dec,1421,47,314,14,other,no
56,student,single,unknown,no,-742,no,no,unknown,29,jun,984,29,387,14,unknown,no
30,blue-collar,married,unknown,no,60218,no,yes,telephone,28,may,654,6,113,15,failure,no
21,student,divorced,primary,no,39835,no,no,cellular,20,jan,2312,28,54,5,success,no
60,technician,married,tertiary,no,24520,yes,no,cellular,23,sep,823,37,338,18,unknown,no
63,housemaid,divorced,primary,no,35230,no,no,unknown,14,oct,2130,7,183,15,unknown,no
64,technician,single,tertiary,no,40088,yes,no,cellular,29,nov,1618,42,274,1,other,no
70,blue-collar,married,primary,no,15436,yes,no,cellular,20,nov,2617,21,84,13,success,yes
42,management,married,secondary,no,2719,no,no,unknown,30,sep,990,21,124,13,unknown,no
58,housemaid,divorced,unknown,no,57408,yes,no,telephone,19,jun,1064,34,5,3,other,no
20,admin.,married,tertiary,no,32616,no,no,unknown,9,may,2286,40,214,17,unknown,no
94,admin.,divorced,tertiary,no,47411,yes,no,telephone,13,sep,674,20,268,7,unknown,no
30,unknown,married,tertiary,no,56789,no,no,unknown,18,oct,1203,41,109,17,other,yes
35,services,single,primary,no,45163,yes,no,cellular,9,oct,2068,12,57,16,unknown,no
54,self-employed,divorced,primary,no,30034,no,yes,cellular,12,sep,2077,16,44,2,failure,no
60,blue-collar,married,tertiary,no,21055,yes,no,telephone,19,jun,2848,7,141,8,failure,no
51,services,married,secondary,no,49036,yes,no,cellular,20,nov,556,10,140,8,success,no
72,unemployed,divorced,secondary,no,79911,no,yes,unknown,26,may,1922,41,81,18,other,yes
69,housemaid,married,secondary,no,57598,no,no,cellular,23,aug,1999,3,289,5,success,no
53,student,married,unknown,no,51241,no,no,telephone,21,jun,2434,32,205,12,unknown,no
71,unknown,divorced,tertiary,no,16441,yes,no,unknown,13,jul,1204,33,338,12,other,no
76,technician,divorced,secondary,no,41472,yes,no,telephone,18,may,49,47,339,14,unknown,no
69,management,single,tertiary,no,74540,no,no,unknown,19,aug,44,14,249,1,unknown,no
36,services,single,secondary,no,19389,yes,no,telephone,9,nov,1494,21,320,10,failure,no
29,blue-collar,divorced,tertiary,no,13035,yes,no,telephone,23,jan,2352,29,113,4,other,no
28,retired,married,unknown,no,56574,yes,no,cellular,8,feb,1651,17,107,10,failure,no
65,student,divorced,tertiary,no,20392,yes,no,cellular,24,mar,1215,17,83,19,success,no
33,services,married,secondary,no,30425,no,no,unknown,11,aug,331,5,60,11,unknown,yes
88,housemaid,single,tertiary,no,56088,no,no,cellular,29,aug,1266,38,281,8,success,no
64,student,divorced,primary,yes,40311,yes,no,cellular,29,oct,937,32,322,0,unknown,no
84,entrepreneur,divorced,secondary,no,59541,yes,no,telephone,23,feb,858,9,303,17,other,no
48,services,single,tertiary,no,79147,yes,no,telephone,2,nov,774,42,306,10,failure,no
93,unknown,divorced,secondary,no,26436,no,yes,cellular,16,jun,2458,39,40,19,success,no
25,retired,divorced,tertiary,no,60400,no,no,telephone,28,sep,1229,27,229,6,failure,no
78,retired,divorced,unknown,no,629,no,yes,unknown,25,jan,729,41,45,16,other,no
61,retired,divorced,unknown,no,56746,no,no,cellular,24,nov,2417,29,253,13,success,no
67,entrepreneur,single,secondary,no,52753,yes,yes,cellular,28,jun,977,32,137,18,success,no
52,services,married,secondary,no,57863,no,no,cellular,9,oct,1062,46,246,2,success,yes
93,services,single,secondary,no,20276,yes,no,cellular,6,aug,603,49,45,15,success,no
78,entrepreneur,single,tertiary,no,64247,yes,no,unknown,14,jun,816,22,256,13,unknown,no
72,housemaid,divorced,unknown,yes,73350,yes,no,cellular,30,jan,1617,37,385,12,failure,no
83,retired,single,unknown,no,18293,no,no,telephone,22,sep,2446,21,217,4,failure,no
31,unknown,divorced,secondary,no,16756,no,yes,unknown,9,sep,259,24,158,7,success,no
21,entrepreneur,divorced,secondary,no,54088,no,yes,cellular,12,sep,236,20,317,18,unknown,no
34,retired,married,unknown,no,72861,no,no,unknown,14,mar,2152,19,393,3,other,no
86,student,single,tertiary,no,77215,yes,no,telephone,28,oct,1151,40,230,18,unknown,no
41,management,single,tertiary,no,17544,yes,no,telephone,29,jun,2731,12,374,6,unknown,no
66,technician,divorced,secondary,no,62662,yes,yes,telephone,27,sep,1170,5,360,8,success,no
72,self-employed,divorced,tertiary,no,30036,yes,yes,cellular,9,feb,985,35,155,7,other,no
88,management,married,primary,no,53028,no,no,unknown,24,nov,2220,35,387,16,failure,no
40,technician,divorced,primary,no,14169,yes,no,unknown,18,apr,5,45,303,6,other,no
29,unemployed,married,unknown,no,38185,no,no,unknown,30,oct,525,16,339,19,failure,no
28,unemployed,divorced,primary,yes,46464,no,no,telephone,19,jun,383,8,342,7,failure,no
92,housemaid,divorced,unknown,no,73572,yes,no,telephone,11,apr,2467,38,215,1,other,no
46,student,divorced,primary,no,24793,yes,no,telephone,2,aug,2004,42,110,2,failure,no
79,management,divorced,primary,no,66015,no,no,unknown,26,jul,344,46,201,4,other,no
70,retired,single,primary,no,-1389,yes,no,telephone,4,jul,1653,32,354,19,other,no
65,self-employed,married,primary,no,29474,yes,no,unknown,7,sep,2699,49,270,18,failure,no
83,management,single,primary,no,5699,no,no,cellular,13,dec,71,33,34,2,success,yes
65,management,single,unknown,no,7528,no,no,cellular,2,jun,2479,8,151,6,unknown,no
76,retired,married,primary,no,43739,yes,no,cellular,30,jan,1796,42,159,13,unknown,no
88,services,divorced,primary,no,67627,no,no,telephone,10,sep,2294,43,321,18,success,no
74,housemaid,divorced,tertiary,no,2474,yes,no,telephone,4,aug,1598,49,126,15,failure,yes
93,unemployed,divorced,secondary,no,63848,no,yes,telephone,18,aug,1378,6,393,18,failure,no
20,admin.,married,unknown,no,77934,yes,no,unknown,17,mar,1669,16,321,10,unknown,no
49,admin.,single,unknown,no,45149,no,no,telephone,19,aug,2382,2,67,7,success,no
25,admin.,single,primary,no,57355,yes,no,telephone,26,oct,2325,2,228,13,other,no
47,services,single,unknown,no,66005,no,no,unknown,20,apr,1400,33,283,1,other,no
32,housemaid,single,unknown,no,76273,yes,no,cellular,16,oct,871,30,336,11,other,no
91,entrepreneur,married,tertiary,no,6190,no,no,telephone,26,jul,895,44,217,19,unknown,no
72,housemaid,single,unknown,no,39082,no,yes,unknown,13,mar,678,41,318,18,failure,no
55,retired,married,unknown,no,9905,yes,yes,unknown,5,may,2902,12,127,7,other,yes
32,unemployed,single,secondary,no,-2110,yes,no,unknown,3,apr,753,24,128,16,failure,no
47,unknown,married,primary,no,-938,no,no,telephone,19,oct,2646,44,77,11,success,no
63,housemaid,single,unknown,no,73073,yes,yes,unknown,11,oct,614,47,234,11,failure,no
81,retired,single,secondary,no,78510,no,no,unknown,13,dec,1640,8,114,13,failure,no
43,entrepreneur,single,primary,no,75794,yes,no,telephone,2,may,692,5,128,18,unknown,no
84,entrepreneur,married,unknown,no,17935,yes,no,cellular,30,jan,2565,3,258,14,unknown,yes
53,services,married,tertiary,no,44525,yes,no,unknown,16,mar,1274,35,132,18,failure,no
48,retired,single,tertiary,no,55968,yes,no,cellular,16,dec,121,14,115,19,failure,no
57,entrepreneur,divorced,primary,no,74871,no,no,cellular,17,mar,1207,27,86,4,failure,no
91,unknown,married,secondary,no,39062,no,no,unknown,23,jun,2432,1,260,0,unknown,no
90,services,divorced,primary,no,78930,yes,no,unknown,7,jun,2727,30,31,9,unknown,no
63,services,married,unknown,yes,67455,no,no,unknown,25,apr,1392,24,135,10,unknown,no
59,blue-collar,divorced,secondary,no,75957,yes,no,cellular,24,jun,623,43,257,17,unknown,no
35,unemployed,single,tertiary,no,21741,yes,no,telephone,15,oct,1325,46,170,19,failure,no
53,unemployed,married,primary,no,63969,yes,yes,telephone,8,jul,2284,3,340,16,unknown,no
93,blue-collar,married,unknown,no,47730,yes,no,unknown,8,aug,2640,34,14,6,failure,no
67,unemployed,divorced,tertiary,yes,31085,yes,no,unknown,16,jul,2472,13,21,8,unknown,no
78,unemployed,single,secondary,yes,-2080,yes,no,cellular,14,jul,2720,3,131,19,other,no
57,management,married,tertiary,no,78773,yes,no,unknown,29,jun,2250,47,307,6,failure,no
20,entrepreneur,single,primary,no,62430,no,yes,unknown,9,feb,1759,30,322,13,success,no
24,entrepreneur,married,unknown,no,34444,no,yes,telephone,27,jan,214,31,177,6,other,no
48,technician,divorced,secondary,no,21807,no,no,cellular,30,nov,1085,26,281,11,success,no
82,unknown,single,tertiary,no,18360,no,no,unknown,23,jun,1298,35,22,2,failure,no
81,retired,divorced,tertiary,no,61887,yes,no,telephone,17,mar,1118,41,344,8,failure,no
94,technician,single,tertiary,no,71194,yes,no,cellular,7,nov,1098,38,398,14,failure,no
20,services,married,tertiary,no,-1648,no,no,telephone,3,apr,2985,6,30,11,success,no
52,services,married,primary,no,26051,no,yes,cellular,7,mar,1273,44,113,10,failure,no
32,retired,divorced,primary,no,20029,yes,no,cellular,16,nov,2929,3,5,19,failure,no
38,entrepreneur,single,tertiary,no,12875,no,no,telephone,2,feb,133,20,367,4,unknown,no
79,services,divorced,primary,no,3106,yes,no,cellular,27,jun,1020,15,44,11,unknown,no
45,unemployed,single,primary,no,33946,no,no,unknown,30,jan,1513,41,259,15,failure,no
21,retired,married,unknown,no,26215,no,no,telephone,8,oct,2373,27,280,2,unknown,no
30,student,married,tertiary,no,32229,yes,no,unknown,27,oct,200,15,57,9,success,no
68,unknown,married,tertiary,no,10910,no,yes,telephone,25,apr,1660,30,340,1,other,no
65,unknown,single,tertiary,no,30748,no,no,cellular,13,may,2983,23,142,14,failure,no
56,unknown,married,tertiary,no,21712,yes,no,cellular,21,sep,611,28,277,8,success,no
84,management,married,primary,no,49277,yes,no,cellular,11,oct,2903,34,50,17,success,no
75,technician,single,unknown,no,79780,no,yes,telephone,6,jul,1391,16,201,11,failure,no
19,blue-collar,married,unknown,no,31041,no,no,cellular,26,aug,1750,15,159,12,failure,no
42,management,single,unknown,no,70684,no,no,cellular,11,oct,2560,46,153,19,success,no
28,management,married,tertiary,no,20965,yes,no,cellular,13,nov,655,22,24,13,other,no
18,retired,single,primary,no,15982,yes,no,unknown,8,nov,2381,41,188,3,unknown,no
65,housemaid,divorced,unknown,no,5183,yes,no,cellular,9,jun,899,7,251,13,other,no
65,admin.,single,secondary,no,62813,no,yes,unknown,26,oct,2404,15,167,12,success,no
27,retired,single,tertiary,no,74476,yes,yes,telephone,17,apr,2329,43,269,16,unknown,no
47,retired,married,primary,no,77084,no,no,cellular,27,mar,471,36,135,12,failure,no
52,technician,married,tertiary,no,79895,no,no,telephone,10,feb,786,11,206,2,other,no
36,services,married,tertiary,no,1046,yes,yes,cellular,4,apr,468,8,226,12,failure,no
70,management,married,unknown,no,-3901,yes,no,telephone,2,aug,2627,37,159,13,failure,no
51,admin.,divorced,unknown,no,1400,no,no,cellular,16,jan,669,8,174,13,unknown,no
49,unknown,married,secondary,no,30298,no,yes,cellular,15,may,1437,20,231,1,failure,no
93,services,divorced,unknown,no,21259,no,no,telephone,8,nov,2046,19,239,4,other,no
23,admin.,married,secondary,no,17649,no,no,cellular,28,jan,1515,40,266,3,other,no
30,admin.,single,secondary,no,30814,no,no,unknown,3,jul,1962,6,188,3,unknown,no
92,housemaid,single,unknown,no,68749,no,no,cellular,16,oct,1776,15,302,4,other,no
81,management,single,primary,no,37680,no,no,unknown,6,feb,2390,43,265,5,other,no
24,management,married,tertiary,no,48192,no,yes,unknown,11,apr,1573,1,29,19,success,no
62,management,divorced,primary,no,7442,no,no,cellular,16,sep,2964,21,175,18,unknown,no
62,self-employed,single,unknown,no,72530,no,no,cellular,10,dec,2826,42,210,11,success,yes
82,housemaid,single,tertiary,no,2717,no,no,telephone,18,nov,2624,26,304,19,failure,no
36,self-employed,divorced,primary,no,19748,no,no,cellular,29,jul,747,12,359,11,failure,no
64,student,divorced,primary,no,27601,yes,no,cellular,17,feb,54,48,149,1,unknown,yes
63,entrepreneur,divorced,tertiary,no,22813,no,yes,unknown,22,jul,2930,15,379,19,failure,no
46,management,single,tertiary,no,70643,yes,no,cellular,14,jun,1272,9,138,11,unknown,no
78,student,divorced,secondary,no,7527,no,yes,cellular,25,aug,2881,26,204,1,other,no
82,blue-collar,married,primary,no,66861,no,no,telephone,23,jun,1888,38,237,18,success,no
40,technician,married,tertiary,no,52122,yes,no,cellular,11,jun,1974,9,26,5,unknown,no
68,blue-collar,married,primary,no,40808,no,no,telephone,18,oct,980,30,107,5,success,no
80,admin.,married,tertiary,no,51312,yes,no,telephone,16,jan,785,24,29,2,success,no
39,retired,married,primary,yes,33849,yes,no,unknown,14,sep,491,19,82,17,unknown,no
88,entrepreneur,married,tertiary,no,37103,yes,no,cellular,8,apr,695,9,107,8,failure,no
50,admin.,married,unknown,no,34451,no,no,telephone,19,oct,2386,24,355,4,other,no
61,self-employed,single,unknown,no,61305,no,no,cellular,21,mar,2621,46,241,10,unknown,no
24,technician,married,primary,no,3777,yes,no,telephone,28,jul,1804,38,19,15,other,no
19,services,divorced,secondary,no,13473,yes,no,telephone,24,jun,2395,10,198,3,unknown,no
34,unemployed,single,primary,no,18321,no,no,unknown,10,mar,1012,22,33,14,other,no
82,student,single,secondary,no,36075,no,no,cellular,10,dec,41,16,208,16,other,no
75,entrepreneur,married,primary,no,44085,yes,no,unknown,25,dec,420,2,123,18,failure,no
47,management,married,secondary,no,56379,no,no,cellular,29,may,578,17,360,4,success,yes
43,entrepreneur,single,unknown,no,38998,no,no,telephone,26,aug,316,8,37,3,unknown,no
52,admin.,married,unknown,no,42527,yes,no,telephone,3,apr,545,10,322,3,failure,no
80,services,divorced,unknown,no,6848,no,no,cellular,21,jan,2947,30,102,11,unknown,no
92,management,single,secondary,yes,52169,yes,no,unknown,15,mar,1942,27,380,15,success,no
88,retired,married,primary,no,8606,yes,no,unknown,7,aug,1817,26,301,17,success,no
45,self-employed,married,secondary,no,3096,yes,no,unknown,20,mar,322,15,311,12,unknown,no
42,housemaid,married,tertiary,no,17616,yes,no,telephone,22,feb,681,27,121,9,other,no
78,technician,single,tertiary,no,44178,no,no,cellular,7,may,588,2,337,3,other,no
48,unemployed,divorced,unknown,no,46892,no,yes,cellular,22,mar,1371,35,322,15,unknown,no
71,services,divorced,secondary,no,53275,no,no,telephone,12,feb,777,19,211,6,failure,no
84,student,single,tertiary,no,12521,no,no,cellular,30,dec,1451,31,106,8,other,yes
68,unknown,single,secondary,no,48274,yes,no,unknown,29,oct,2052,28,315,10,failure,yes
75,technician,married,tertiary,no,46529,no,yes,telephone,10,dec,259,17,72,5,other,no
51,housemaid,divorced,secondary,no,13823,no,no,unknown,4,jan,261,39,358,17,other,yes
76,services,married,tertiary,no,66111,no,no,unknown,1,sep,1006,30,3,10,other,no
38,entrepreneur,single,secondary,no,40280,no,no,telephone,26,dec,1618,41,74,8,unknown,no
73,admin.,divorced,secondary,no,48093,no,yes,unknown,27,dec,1447,49,187,1,success,no
54,retired,single,primary,no,9802,yes,yes,unknown,6,feb,683,8,290,4,success,no
81,retired,divorced,unknown,no,2160,no,no,telephone,1,oct,1922,14,101,7,unknown,no
